               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,            0.013488,           0.0034609,                   0,             0.99487,                   1,               0.995,             0.82174,           0.0099452,           0.0009318,                   0,            0.005413,            0.005413,            0.005413
                 141,             0.01335,           0.0033364,                   0,             0.99501,                   1,               0.995,             0.84534,           0.0094707,          0.00089316,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.013314,           0.0032898,                   0,             0.99521,                   1,               0.995,             0.82743,            0.010351,           0.0009673,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.013483,           0.0033232,                   0,             0.99511,                   1,               0.995,             0.84933,            0.010104,          0.00095528,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.013235,           0.0032933,                   0,             0.99517,                   1,               0.995,             0.84789,           0.0093087,           0.0009412,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.012958,           0.0033575,                   0,             0.99506,                   1,               0.995,             0.91108,           0.0089681,           0.0009312,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.012902,           0.0033634,                   0,             0.99496,                   1,               0.995,             0.84611,            0.008385,          0.00093223,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.013039,           0.0033685,                   0,             0.99504,                   1,               0.995,             0.83473,            0.009335,          0.00098268,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.012972,           0.0033495,                   0,              0.9949,                   1,               0.995,             0.83406,           0.0091319,          0.00097582,                   0,            0.005149,            0.005149,            0.005149
                 149,             0.01308,           0.0033242,                   0,             0.99499,                   1,               0.995,             0.87143,            0.009048,          0.00094696,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.013036,           0.0032952,                   0,             0.99501,                   1,               0.995,             0.85418,           0.0088132,          0.00088099,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.012736,           0.0032347,                   0,             0.99501,                   1,               0.995,             0.88438,           0.0085973,          0.00088735,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.013061,           0.0032396,                   0,             0.99499,                   1,               0.995,             0.84693,           0.0090884,          0.00089361,                   0,            0.005017,            0.005017,            0.005017
                 153,             0.01305,           0.0033486,                   0,             0.99484,                   1,               0.995,             0.84253,           0.0090038,           0.0009124,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.012609,            0.003324,                   0,             0.99508,                   1,               0.995,             0.85923,           0.0091777,          0.00089764,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.013139,           0.0033213,                   0,              0.9947,                   1,               0.995,             0.83975,            0.009291,          0.00092544,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.012504,           0.0033409,                   0,             0.99493,                   1,               0.995,             0.84735,           0.0088489,          0.00092503,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.012738,            0.003236,                   0,             0.99508,                   1,               0.995,             0.84236,            0.010024,           0.0010405,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.012828,           0.0031552,                   0,             0.99488,                   1,               0.995,             0.86845,            0.008779,          0.00091919,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.012388,           0.0033486,                   0,             0.99468,                   1,               0.995,              0.8753,           0.0079935,          0.00087771,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.01225,           0.0033499,                   0,             0.99504,                   1,               0.995,             0.88586,           0.0082975,          0.00084717,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.012391,           0.0030935,                   0,              0.9951,                   1,               0.995,             0.89981,           0.0086422,          0.00085511,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.012713,           0.0031365,                   0,             0.99499,                   1,               0.995,              0.8695,           0.0091767,          0.00088416,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.012379,           0.0031264,                   0,             0.99479,                   1,               0.995,             0.84729,           0.0089306,          0.00090549,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.012479,           0.0031432,                   0,             0.99502,                   1,               0.995,             0.85744,           0.0088777,          0.00087719,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.012339,           0.0031209,                   0,             0.99502,                   1,               0.995,             0.87017,           0.0091652,          0.00088406,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.012282,           0.0031466,                   0,             0.99488,                   1,               0.995,             0.84073,           0.0092302,          0.00088872,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.012092,           0.0031842,                   0,              0.9949,                   1,               0.995,             0.86665,           0.0087111,          0.00085651,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.012354,           0.0031362,                   0,             0.99493,                   1,               0.995,             0.83131,            0.010053,          0.00091101,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.012212,           0.0032552,                   0,             0.99501,                   1,               0.995,              0.8676,             0.00927,          0.00088618,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.012056,           0.0030032,                   0,             0.99499,                   1,               0.995,             0.87911,           0.0093462,          0.00087528,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.011704,            0.003097,                   0,             0.99503,                   1,               0.995,             0.85756,           0.0093875,          0.00087374,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.011963,           0.0030712,                   0,             0.99506,                   1,               0.995,             0.82983,           0.0084491,          0.00086201,                   0,            0.004357,            0.004357,            0.004357
