               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.017088,           0.0041173,                   0,             0.99462,                   1,               0.995,             0.81635,            0.010669,          0.00099533,                   0,            0.006238,            0.006238,            0.006238
                  59,             0.01683,           0.0040902,                   0,             0.99412,                   1,               0.995,             0.84444,            0.010749,           0.0010384,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.016722,            0.003971,                   0,             0.99514,                   1,               0.995,             0.81613,            0.010871,            0.001042,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.016595,           0.0040326,                   0,             0.99516,                   1,               0.995,             0.83702,            0.010519,          0.00098602,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.016668,           0.0039028,                   0,             0.99511,                   1,               0.995,              0.7879,            0.013034,           0.0010456,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.016098,            0.004051,                   0,             0.99479,                   1,               0.995,             0.81737,            0.011227,           0.0009622,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.016128,           0.0041119,                   0,               0.995,                   1,               0.995,             0.84954,           0.0093052,          0.00092694,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.016302,            0.003949,                   0,             0.99511,                   1,               0.995,             0.82921,            0.010675,          0.00097525,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.016446,           0.0040061,                   0,             0.99487,                   1,               0.995,             0.84981,           0.0097955,          0.00095907,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.016177,           0.0038316,                   0,             0.99496,                   1,               0.995,              0.8173,            0.010761,           0.0010049,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.016055,           0.0039575,                   0,             0.99471,                   1,               0.995,             0.83636,           0.0095222,          0.00098401,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.015681,           0.0040023,                   0,             0.99494,                   1,               0.995,             0.81877,            0.010894,          0.00097514,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.015678,           0.0037996,                   0,              0.9953,                   1,               0.995,             0.81766,            0.010856,          0.00097888,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.015579,           0.0039158,                   0,             0.99491,                   1,               0.995,             0.86017,           0.0085471,          0.00087153,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.015663,           0.0037285,                   0,             0.99466,                   1,               0.995,             0.80352,            0.011988,          0.00098973,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.015658,           0.0038114,                   0,             0.99493,                   1,               0.995,             0.86919,           0.0084673,            0.000906,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.015579,           0.0039149,                   0,             0.99515,                   1,               0.995,             0.83467,            0.010136,          0.00093431,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.015424,           0.0039229,                   0,             0.99495,                   1,               0.995,             0.79896,            0.010898,          0.00093802,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.015505,           0.0039486,                   0,             0.99476,                   1,               0.995,             0.84001,            0.010058,          0.00092247,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.015399,           0.0037445,                   0,             0.99485,                   1,               0.995,             0.84895,            0.010347,          0.00088799,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.015356,           0.0036787,                   0,             0.99492,                   1,               0.995,             0.83072,           0.0094356,          0.00096022,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.014793,           0.0037533,                   0,             0.99495,                   1,               0.995,             0.83188,            0.011407,           0.0010639,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.014717,           0.0037652,                   0,             0.99494,                   1,               0.995,             0.84854,           0.0096848,          0.00091306,                   0,            0.004786,            0.004786,            0.004786
                  81,             0.01482,           0.0037921,                   0,             0.99508,                   1,               0.995,             0.85206,            0.010619,          0.00091665,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.014854,           0.0035419,                   0,             0.99466,                   1,               0.995,             0.85636,           0.0091158,           0.0009145,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.014917,           0.0036688,                   0,             0.99499,                   1,               0.995,             0.86537,           0.0089877,          0.00090235,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.015012,           0.0036787,                   0,             0.99492,                   1,               0.995,             0.82402,            0.009498,          0.00092511,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.014751,           0.0037594,                   0,             0.99506,                   1,               0.995,              0.8442,           0.0095284,          0.00091067,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.014679,           0.0035205,                   0,             0.99509,                   1,               0.995,             0.83758,            0.009305,          0.00089247,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.014683,           0.0036696,                   0,               0.995,                   1,               0.995,             0.85688,           0.0096163,          0.00085702,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.014475,           0.0038783,                   0,             0.99508,                   1,               0.995,              0.8154,            0.010865,          0.00094166,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.014274,            0.003619,                   0,             0.99508,                   1,               0.995,             0.83446,           0.0094812,          0.00088273,                   0,            0.004192,            0.004192,            0.004192
                  90,             0.01452,           0.0036422,                   0,             0.99505,                   1,               0.995,             0.87403,           0.0087235,          0.00089186,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.014123,           0.0037379,                   0,             0.99491,                   1,               0.995,             0.82268,            0.009226,          0.00089561,                   0,             0.00406,             0.00406,             0.00406
                  92,             0.01382,           0.0036304,                   0,             0.99526,                   1,               0.995,             0.84723,             0.00903,          0.00087049,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.014098,           0.0036927,                   0,             0.99511,                   1,               0.995,             0.85219,           0.0088252,           0.0008763,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.014036,            0.003414,                   0,             0.99512,                   1,               0.995,             0.82773,           0.0090231,          0.00088569,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.014007,           0.0035686,                   0,             0.99499,                   1,               0.995,             0.82259,           0.0096446,          0.00092507,                   0,            0.003796,            0.003796,            0.003796
                  96,             0.01413,           0.0035133,                   0,             0.99511,                   1,               0.995,             0.81001,            0.010119,          0.00092271,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.013774,           0.0035056,                   0,             0.99425,                   1,               0.995,             0.80505,            0.009517,          0.00095885,                   0,            0.003664,            0.003664,            0.003664
                  98,             0.01374,           0.0035536,                   0,             0.99424,                   1,               0.995,             0.82137,           0.0094604,           0.0009622,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.013668,           0.0034717,                   0,             0.99515,                   1,               0.995,             0.85496,           0.0085067,          0.00092225,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.013589,           0.0034447,                   0,             0.99511,                   1,               0.995,             0.85025,           0.0089464,          0.00087466,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.013353,           0.0035292,                   0,             0.99515,                   1,               0.995,              0.8266,           0.0097472,          0.00088043,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.013657,           0.0034133,                   0,             0.99497,                   1,               0.995,             0.74994,            0.011457,          0.00093264,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.013367,            0.003428,                   0,             0.99506,                   1,               0.995,             0.84046,           0.0084875,          0.00085852,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.013502,           0.0034008,                   0,             0.99508,                   1,               0.995,             0.84744,           0.0086137,          0.00083457,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.013034,           0.0035125,                   0,              0.9951,                   1,               0.995,             0.82057,           0.0099547,          0.00090577,                   0,            0.003136,            0.003136,            0.003136
                 106,               0.013,           0.0034163,                   0,             0.99508,                   1,               0.995,             0.78893,            0.010844,          0.00094344,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.013122,           0.0034594,                   0,             0.99513,                   1,               0.995,             0.80774,            0.010246,           0.0008899,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.012864,            0.003336,                   0,             0.99507,                   1,               0.995,             0.84387,           0.0091258,          0.00086234,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.012637,           0.0033873,                   0,             0.99472,                   1,               0.995,             0.84781,           0.0090083,          0.00087122,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.012925,            0.003388,                   0,              0.9951,                   1,               0.995,             0.83552,           0.0099356,          0.00090409,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.013181,           0.0034824,                   0,             0.99514,                   1,               0.995,             0.84839,           0.0098575,          0.00086816,                   0,             0.00274,             0.00274,             0.00274
